a.d.	(缩)公元
perspective	n.展望，观点，透视
persuade	v.说服，劝导
persuasion	n.说服，信念
pertain	v.属于
pertinence	n.中肯
pertinent	adj.中肯的，恰当的
perturb	v.扰乱
perturbed	adj.烦燥不安的
perusal	n.细读
peruse	v.仔细阅读，审查
pessimist	n.悲观(主义)
pessimistic	adj.悲观的
pest	n.害虫
pet	n.爱畜，宠儿
petition	v.n.请愿(书)
petrol	n.石油，汽油
petroleum	n.石油
petty	adj.细小的，不重要的
phase	n.阶段，时期，侧面
phenomenon	n.现象，非凡的人
philosopher	n.哲学家
philosophical	adj.哲学上的
philosophy	n.哲学，基本原则
phone	n.电话  v.打电话
phonetics	n.语音学
photo	n.照片
photograph	n.照片  v.拍照
photographer	n.摄影师
photography	n.摄影术
photostatic	adj.静电复印的
phrase	n.词组，短语
physical	adj.身体的，物质的
physically	adv.物质上，身体上
physician	n.内科医生
physicist	n.物理学家
physics	n.物理学
pianist	n.钢琴家
piano	n.钢琴
pick	v.拣，采  n.精华，镐
pickle	n.腌渍品，泡菜
pickpocket	n.扒手，小偷
picnic	n.v.郊游，野餐
pictorial	n.画报
picture	n.图片，画，照片
picturesque	adj.风景如画的
pie	n.馅饼
piece	n.件，片段，张
pier	n.码头，栈桥
pig	n.猪
pigeon	n.鸽子
pigment	n.色料
pile	n.堆  v.堆积
pilferage	v.偷窃
pilgrim	n.香客，朝圣者
pilgrimage	n.朝圣
pill	n.药片，药丸
pillar	n.柱子
pillow	n.枕头
pilot	n.飞行员，领航员
pin	n.别针，发卡  v.别住
pinch	v.捏，掐，挤痛
pine	n.松树
pineapple	n.菠萝
pink	adj.n.桃色，粉红色
pint	n.品脱(容量单位)
pioneer	n.先驱者  v.倡导
pioneering	n.先驱的
pious	adj.虔诚的
pipe	n.管子，烟斗
pipeline	n.管道，管线
pirate	n.海盗  adj.盗版的
pistol	n.手枪
piston	n.活塞
pit	n.坑，洼，煤矿，桃核
pitch	v.搭帐篷，投掷
pitcher	n.水罐
pity	n.怜悯，惋惜，憾事
place	n.地方，位置  v.放置
plague	n.瘟疫
plain	adj.明白的，朴素的
plan	n.计划
平面图  v.打算	
plane	n.水平，平面，飞机
planet	n.行星
plant	n.植物，工厂  v.栽培
plantation	n.种植园
plaster	n.灰泥  v.粘贴
plastic	n.塑料  adj.可塑的
plastics	n.塑料(制品)
plate	n.盘子，金属牌
plateau	n.高原，高地
platform	n.讲台，站台，政纲
platinum	n.白金
play	v.玩，扮演，演奏
player	n.选手，演奏者
playground	n.运动场，操场
playmate	n.游伴
playwright	n.剧作家
plea	n.请求，恳求，辩解
plead	v.恳求，辩解
pleasant	adj.令人愉快的
please	v.使高兴，喜欢，请
pleased	adj.高兴的，乐意的
pleasure	n.快乐，乐事，乐趣
pledge	n.暂约，抵押  v.保证
plenary	adj.完全的
plentiful	adj.大量的，丰富的
plenty	n.大量，丰富
plight	n.保证，困境
plot	n.阴谋，情节  v.密谋
plough	n.v.犁
pluck	v.拔，摘  n.勇气
plug	n.塞子，插头  v.堵住
plumb	v.测锤，垂直
plumber	n.管子工
plume	n.羽毛，羽饰
plump	adj.丰满的
plunder	v.n.掠夺，抢劫
plunge	v.插进，跳入
plural	adj.复数的
plus	prep.加  n.加号，正号
ply	v.出力，努力从事
p.m.	(缩)下午
pneumatic	adj.气体的，空气的
pneumonia	n.风湿病
pocket	n.衣袋  adj.袖珍的
poem	n.诗歌
poet	n.诗人
poetry	n.诗，诗意，诗艺
point	n.尖，点，分  v.指
pointed	adj.尖的
poison	n.毒，毒药  v.放毒
poisonous	adj.有毒的
poke	v.戳，刺
poker	n.扑克
polar	adj.极的
polarity	n.极性，极端
pole	n.柱，杆，极
police	n.警察(局)
policeman	n.警察
policy	n.政策，方针，保险单
polish	v.擦亮，磨光，润色
polite	adj.有礼貌的，客气的
politeness	n.礼貌，客气
political	adj.政治的
politician	n.政治家，政客
politics	n.政治学，政治活动
poll	n.选举投票，民意测验
pollute	v.污染，弄脏
pollution	n.污染
polymer	n.聚合物
pond	n.池塘
ponder	v.考虑，沉思
pony	n.小马
pool	n.水塘，游泳池
poor	adj.穷的，差的
pop	v.n.砰的一声，爆裂
popcorn	n.爆米花
pope	n.教皇
popular	adj.受欢迎的
popularity	n.名望，知名
popularize	v.普及，宣传
population	n.人口
porcelain	n.瓷，瓷器
porch	n.门廊
pore	n.毛孔
pork	n.猪肉
porridge	n.粥，麦片粥
port	n.港口，港
portable	adj.手提的，经便的
porter	n.搬运工
portion	n.一份，部分
portrait	n.肖像，画像，描写
portray	v.描写，给...画像
portugal	n.葡萄牙
portuguese	n.adj.葡萄牙人(的)
pose	v.作姿态，提供考虑
position	n.位置，地位，处境
positive	adj.明确的，肯定的
positively	adv.断言地，绝对地
possess	v.占有，拥有，控制
possession	n.所有，财产
possessive	adj.所有(格)的
possibility	n.可能性
possible	adj.可能的
possibly	adv.可能，或许
post	n.柱，职位  v.邮寄
postage	n.邮资
postal	adj.邮政的
postcard	n.明信片
posterity	n.子孙，后代
postman	n.邮递员
post-office	n.邮局
postpone	v.推迟，延迟
postponement	n.推迟
postulate	v.假定，主张
pot	n.罐，壶，锅
potato	n.马铃薯，土豆
potent	adj.有效的
potential	adj.潜在的  n.潜力
potentiality	n.潜在性
poultry	n.家禽
pound	n.英镑，磅  v.重击
pour	v.注，灌，倒，涌出
poverty	n.贫穷，缺乏
powder	n.粉末
power	n.力，动力，权力
powerful	adj.有力的，强的
practicable	adj.可行的
practical	adj.实用的，可行的
practically	adj.实际地，几乎
practice	n.练习，习惯，实施
practise	v.练习，习惯于做
prairie	n.大草原
praise	v.n.赞美，称颂
pray	v.祈祷
prayer	v.祷告，祷文
preach	v.说教，鼓吹，布道
preacher	n.鼓吹者，宣教士
precaution	n.预防，防备
precede	v.在前，高于
precedence	n.领先，优先权
precedent	n.先例，惯例
preceding	adj.前面的，上述的
precious	adj.宝贵的，珍爱的
precise	adj.精确的，严格的
precisely	adv.精确地
precision	n.精确，精度
predecessor	n.前任，原有物
predict	v.预言
prediction	n.预言，预报
predominance	n.优越，杰出
predominant	adj.主要的，有势力的
preface	n.序言，开场白
prefer	v.较喜欢，宁愿
preferable	adj.更喜爱的
preferably	adv.更好地
preference	n.偏爱(之物)
preferential	adj.优惠的
prefix	n.前缀
pregnancy	n.怀孕
pregnant	adj.怀孕的
prejudice	n.偏见，成见
preliminary	adj.初步的，预备的
prelude	n.序言，前兆，序曲
premature	adj.早熟的
premier	n.首相，总理
premises	n.建筑物
premium	n.津贴
preoccupy	v.使迷住，专心于
preparation	n.准备，预备
prepare	v.准备，配制
prepared	adj.准备好的，预制的
preposition	n.介词
prescribe	v.命令，规定，开处方
prescribed	adj.规定的
prescription	n.药方
presence	n.出席，在场
present	adj.在场的  n.现在
presentation	n.提出，演出
presently	adv.不久，目前
preservation	n.保藏，保存
preserve	v.保护，保藏，保持
preset	v.预先安排
preside	v.主持
president	n.总统，总经理，校长
presidential	adj.总统的
press	v.压，榨，按  n.印刷
pressing	adj.急迫的
pressure	n.压力，繁忙，紧迫
prestige	n.威望，声望
presumably	adv.也许，大概
presume	v.假定，推测
pretend	v.假装，佯称
pretense	n.借口
pretentious	adj.自负的，虚伪的
pretty	adj.精致的，漂亮的
prevail	v.获胜，流行
prevailing	adj.占上风的
prevalence	n.流行
prevalent	adj.流行的，普遍的
prevent	v.防止，阻碍
prevention	n.防止，预防
previous	adj.早先的，先前的
previously	adv.预先，先前
prey	n.猎物，牺牲品
price	n.价格，代价  v.定价
price-list	n.价格表
pricing	n.定价
prick	v.刺穿  n.刺痛
pride	n.骄傲，自豪，自负
priest	n.教士，神父
primarily	adv.首要地，主要地
primary	adj.首要的，初级的
prime	adj.首要的，第一的
primitive	adj.原始的，简朴的
prince	n.王子，诸侯
princess	n.公主，王妃
principal	adj.重要的，主要的
principally	adv.主要地
principle	n.原则，原理，主义
print	v.印刷，出版  n.字体
printer	n.印刷者
prior	adj.较早的，在前的
priority	n.优先，居先
prism	n.棱镜
prison	n.监狱，牢房
prisoner	n.囚犯
privacy	n.私事，隐私
private	adj.私人的，秘密的
privilege	n.特权  v.给特权
privileged	adj.有特权的
prize	n.奖品，奖赏
probability	n.可能性，概率
probable	adj.很可能的
probably	adv.或许，大概
probe	v.细察，查究
problem	n.课题，难题，问题
problematic	adj.有问题的
procedure	n.手续，程序
proceed	v.前进，继续向前
proceeding	n.进行，诉讼
proceeds	n.收益
process	n.程序，过程  v.处理
processing	n.adj.加工(的)
procession	n.行列，仪仗
proclaim	v.宣布，公布
procure	v.采购
procurement	n.采购
produce	v.生产，制造，创作
producer	n.生产者
product	n.产品，作品
production	n.生产，制造
productive	adj.能生产的，多产的
productivity	n.生产力，生产率
profess	v.表白
profession	n.职业，专业，表白
professional	adj.职业的n.专业人员
professor	n.教授
proficiency	n.熟练，精通
proficient	adj.熟练的，精通的
profile	n.侧面，轮廓
profit	n.利润  v.获益
profitable	adj.有利可图的
proforma	adj.形式的
profound	adj.深奥的，深深的
program	n.节目，规划，项目
programer	n.项目，程序制定者
programing	n.程序编排
progress	n.v.进步，进展
progressive	adj.前进的，进步的
prohibit	v.禁止，阻止
prohibition	n.禁止，禁令
prohibitive	adj.禁止的
project	n.计划  v.设计，射出
projection	n.射出，投射
projector	n.电影放映机
proletarian	adj.n.无产阶级
prolong	v.延长
prominence	n.显著，突出
prominent	adj.著名的，显著的
promise	v.允诺，预示  n.诺言
promising	adj.有希望的
promissory	adj.约定的
promote	v.提升，促进，宣传
promotion	n.晋级，提高，促销
prompt	adj.及时的，迅速的
promptly	adv.及时地，敏捷地
prone	adj.俯伏的
pronoun	n.代词
pronounce	v.发音，宣布
pronunciation	n.发音
proof	n.证明，证据，实验
propaganda	n.宣传
propagate	v.繁殖，传播，宣传
propagation	n.繁殖，传播
propel	v.推进，推动
propellent	adj.推进的
propeller	n.推进器，螺旋桨
proper	adj.合适的，本来的
properly	adv.合适地
property	n.财产，地产，特性
prophesy	n.预言
prophet	n.预言家
proportion	n.比例，部分
proportional	adj.成比例的
proposal	n.建议，计划
propose	v.建议，打算，求婚
proposition	n.建议，提议
proprietor	n.所有者，业主
proprietorship	n.业主资格
prose	n.散文
prosecute	v.迫害
prosecution	n.迫害
prosecutor	n.检查官
prospect	n.前景  v.勘探
prosperity	n.繁荣，兴旺
prosperous	adj.繁荣的，兴旺的
protect	v.保护，警戒
protection	n.保护，警戒
protectionism	n.贸易保护主义
protective	adj.保护的
protein	n.蛋白质
protest	v.n.抗议，反对
protestant	n.清教徒，新教徒
protocol	n.协议，议定书
prototype	n.原型
protracted	adj.延长了的
proud	adj.骄傲的，得意的
prove	v.证明，表明是
proverb	n.谚语，格言
provide	v.供给，提供，准备
provided	conj.只要
province	n.省份，领域
provincial	adj.省级的，省的
provision	n.准备，条款，辎重
provisional	adj.临时的
provocation	n.刺激，煸动
provoke	v.激怒，引起
proximo	adj.下月的
prudence	n.谨慎
prudent	adj.谨慎的
psychological	adj.心理(上)的
psychologist	n.心理学家
psychology	n.心理学，心理状态
public	adj.公众的，公共的
publication	n.出版物，发表
publicity	n.公开
publicly	adv.公开地
publish	v.出版，发表，公布
publisher	n.出版商
pudding	n.布丁
puff	n.一阵  v.喘气
pull	v.拖，拔，  扯  n.牵引
pulley	n.滑轮
pulse	n.脉搏  v.跳动
pump	n.泵  v.抽水，打气
pumpkin	n.南瓜
punch	n.v.用拳击，冲孔
punctual	adj.准时的，守时的
punctuality	n.准时
punctuation	n.准时
punish	v.处罚，惩罚
punishment	n.处罚，刑罚
pupil	n.小学生，瞳孔
puppet	n.木偶，傀儡
puppy	n.小狗
purchase	v.n.购买
purchaser	n.买主
pure	adj.纯洁的，纯净的
purely	adv.全然，纯然
purify	v.净化
purity	n.纯粹，纯净
purple	n.紫色  adj.紫色的
purpose	n.目的，用途，意图
purse	n.钱包
pursuance	n.追求，实行
pursuant	n.追逐者
pursue	v.追逐，从事，追求
pursuit	n.追逐，追求，职业
push	v.推，推动  n.推力
put	v.放置，估价，表达
puzzle	v.使困惑  n.难题,谜语
pyjamas	n.睡衣
pyramid	n.金字塔
qualification	n.资格，条件
qualified	adj.有资格的
qualify	v.使合格，使胜任
qualitative	adj.质量的，定性的
quality	n.特性，属性，质量
quantitative	adj.数量的，定量的
quantity	n.量，大量
quarrel	v.n.争吵
quart	n.夸脱(容量单位)
quarter	n.四分之一，一刻钟
quarterly	adj.季度的  n.季刊
quartz	n.石英
quay	n.码头
queen	n.王后，女王
queer	adj.奇妙的，古怪的
quench	v.抑制，熄灭，淬火
query	v.n.询问
quest	n.寻找，搜索
question	n.问题，疑问  v.询问
questionnaire	n.调查表
queue	n.辫子，队  v.排队
quick	adj.快的，灵敏的
quicken	v.加快，加速，刺激
quickly	adv.快，迅速地
quiet	adj.安静的，轻声的
quietly	adv.安静地，静静地
quietness	n.平静，安定，安静
quilt	n.被子
quit	v.停止，放弃，退出
quite	adv.完全，十分，相当
quiver	v.颤抖
quiz	n.测验，问答比赛
quota	n.定额，配额
quotation	n.引语，语录，报价单
quote	v.引用，引证，报价
rabbit	n.兔子
race	n.种族，竞赛  v.赛跑
racial	adj.种族的，人种的
rack	n.搁班，行李架
racket	n.喧闹，球拍
radar	n.雷达
radial	adj.放射的，辐射的
radiant	adj.发光的
radiate	v.辐射，放射，发光
radiation	n.辐射，发射
radical	adj.基本的，激进的
radio	n.无线电，收音机
radioactive	adj.放射性的
radioactivity	n.放射性
radish	n.萝卜
radium	n.镭
radius	n.半径，活动范围
rag	n.抹布，破衣服
rage	n.盛怒，流行  v.大怒
raid	v.袭击，搜查
rail	n.栏杆，钢轨
railroad	n.铁路
railway	n.铁路，铁路公司
rain	n.雨  v.下雨
rainbow	n.虹
raincoat	n.雨衣
rainfall	n.下雨，降雨量
rainy	adj.有雨的
raise	v.举起，提高，唤起
rake	n.v.耙
rally	n.v.集会
ramble	n.漫步
ranch	n.牧场
random	adj.胡乱的，随便的
range	n.射程，范围，一系列
rank	n.军衔，等级  v.排列
rapid	adj.快的，急速的
rapidly	adv.迅速地，急速地
rapture	n.狂喜
rare	adj.稀有的，罕见的
rarely	adv.难得，少有
rascal	n.无赖，恶棍
rash	adj.轻率的，鲁莽的
rat	n.老鼠，耗子
rate	n.比率，速度，费率
rather	adv.相当，颇，宁愿
ratification	n.批准，认可
ratify	v.批准，认可，追认
ratio	n.比，比率
ration	n.理性
rational	adj.合理的，有理性的
rattle	v.n.嘎吱响
ravage	n.破坏，暴力
raw	adj.生的，未加工的
ray	n.光线，射线，辐射
razor	n.剃须刀
re	prep.关于
reach	v.到达，伸手，够到
react	v.反应，起反应，反抗
reaction	n.反应，反动
reactionary	adj.反动的
reactor	n.反应堆
read	v.读，阅读，朗诵
reader	n.读者，读本
readily	adv.容易地，乐意地
reading	n.读书，读数，读本
ready	adj.准备好的，乐意的
real	adj.真的，纯粹的
